"value_eur";"club_name";"league_id";"league_name";"club_position";"overall";"potential";"age";"wage_eur";"release_clause_eur";"nation_team_id";"moneda"
425000;"Valencia";2222;"Primera Division Women";"SUB";57;77;17;500;1400000;;"€"
450000;"Brighton & Hove Albion";2216;"Women's Super League";"RES";57;77;19;500;1400000;;"£"
425000;"Leicester City";2216;"Women's Super League";"SUB";57;76;18;500;1200000;;"£"
375000;"Arsenal";2216;"Women's Super League";"RES";57;76;18;500;1e+06;;"£"
375000;"Tottenham";2216;"Women's Super League";"SUB";57;74;19;500;1e+06;;"£"
375000;"Tottenham";2216;"Women's Super League";"SUB";57;72;20;500;1e+06;;"£"
375000;"Werder Bremen";2215;"Bundesliga Women";"SUB";57;72;17;500;1100000;;"€"
350000;"Werder Bremen";2215;"Bundesliga Women";"SUB";57;72;16;500;989000;;"€"
4e+05;"Real Betis";2222;"Primera Division Women";"SUB";57;72;21;500;1100000;;"€"
375000;"Villarreal";2222;"Primera Division Women";"SUB";57;71;20;500;1100000;;"€"
4e+05;"Werder Bremen";2215;"Bundesliga Women";"RES";57;71;21;500;1100000;;"€"
325000;"Real Betis";2222;"Primera Division Women";"SUB";57;64;23;500;780000;;"€"
325000;"Saint-Étienne";2218;"Feminine Division 1";"SUB";56;72;17;500;918000;;"€"
350000;"Barcelona";2222;"Primera Division Women";"RES";56;69;19;500;936000;;"€"
325000;"Real Sociedad";2222;"Primera Division Women";"SUB";56;66;22;500;748000;;"€"
140000;"Eibar";2222;"Primera Division Women";"SUB";56;58;28;500;319000;;"€"
3e+05;"Slavia Prague";609;"Czech First Division Women";"SUB";54;74;17;500;960000;;"€"
230000;"Slavia Prague";609;"Czech First Division Women";"SUB";54;69;20;500;650000;;"€"
240000;"Slavia Prague";609;"Czech First Division Women";"RES";52;74;18;500;768000;;"€"
2e+05;"Slavia Prague";609;"Czech First Division Women";"RES";52;69;18;500;565000;;"€"
2e+05;"Atletico Madrid";2222;"Primera Division Women";"RES";52;64;21;500;460000;;"€"
180000;"Glasgow City";607;"Scottish Premier League Women";"SUB";52;63;22;500;432000;;"€"
160000;"Sevilla";2222;"Primera Division Women";"SUB";52;62;22;500;384000;;"€"
140000;"Zurich";611;"Nationalliga A Women";"RES";52;59;18;500;336000;;"€"
150000;"Zurich";611;"Nationalliga A Women";"SUB";52;59;19;500;360000;;"€"
1e+05;"Zurich";611;"Nationalliga A Women";"SUB";52;56;19;500;228000;;"€"
1,57e+08;"Olympique Lyonnais";2218;"Feminine Division 1";"ST";91;92;26;4000;333600000;113007;"€"
134500000;"Chelsea";2216;"Women's Super League";"ST";91;91;28;4000;275700000;;"£"
89500000;"Olympique Lyonnais";2218;"Feminine Division 1";"LCB";91;91;31;3000;183500000;113003;"€"
173500000;"Paris Saint Germain";2218;"Feminine Division 1";"ST";90;94;23;3000;368700000;113003;"€"
1,25e+08;"Arsenal";2216;"Women's Super League";"ST";89;90;25;3000;265600000;113011;"£"
68500000;"Olympique Lyonnais";2218;"Feminine Division 1";"GK";89;89;30;2000;140400000;;"€"
6,1e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"LCM";88;88;32;2000;125100000;;"€"
97500000;"Paris Saint Germain";2218;"Feminine Division 1";"RW";88;88;27;3000;199900000;113003;"€"
97500000;"Arsenal";2216;"Women's Super League";"RAM";88;88;27;3000;199900000;113002;"£"
7,2e+07;"Arsenal";2216;"Women's Super League";"RDM";88;88;32;2000;147600000;;"£"
1,28e+08;"Manchester City";2216;"Women's Super League";"LW";87;93;21;2000;294400000;113002;"£"
113500000;"Paris Saint Germain";2218;"Feminine Division 1";"RCM";87;91;24;2000;241200000;113003;"€"
83500000;"Paris Saint Germain";2218;"Feminine Division 1";"RB";87;88;27;2000;177400000;113000;"€"
75500000;"Chelsea";2216;"Women's Super League";"CB";87;88;28;2000;160400000;113002;"£"
7,8e+07;"Paris Saint Germain";2218;"Feminine Division 1";"LW";87;87;29;2000;159900000;113011;"€"
152500000;"Olympique Lyonnais";2218;"Feminine Division 1";"CAM";86;94;22;2000;343100000;113009;"€"
1,31e+08;"Olympique Lyonnais";2218;"Feminine Division 1";"LB";86;93;21;1000;294800000;113003;"€"
84500000;"Paris Saint Germain";2218;"Feminine Division 1";"LCB";86;90;25;2000;179600000;;"€"
8,2e+07;"Paris Saint Germain";2218;"Feminine Division 1";"LB";86;89;26;2000;174300000;113003;"€"
68500000;"Arsenal";2216;"Women's Super League";"GK";86;89;26;1000;145600000;;"£"
77500000;"Olympique Lyonnais";2218;"Feminine Division 1";"RCM";86;87;27;2000;164700000;113004;"€"
6,8e+07;"Chelsea";2216;"Women's Super League";"LW";86;86;29;2000;139400000;113002;"£"
72500000;"Chelsea";2216;"Women's Super League";"LM";86;86;27;2000;148600000;113007;"£"
66500000;"Olympique Lyonnais";2218;"Feminine Division 1";"LW";86;86;29;2000;136300000;;"€"
6,8e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";86;86;28;2000;139400000;113009;"€"
66500000;"Chelsea";2216;"Women's Super League";"RW";86;86;29;2000;136300000;;"£"
102500000;"Manchester United";2216;"Women's Super League";"RB";85;92;23;1000;235800000;113012;"£"
81500000;"Paris";2218;"Feminine Division 1";"RM";85;90;24;2000;177300000;113003;"€"
71500000;"Arsenal";2216;"Women's Super League";"RCB";85;90;25;2000;151900000;113002;"£"
6,1e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"RCB";85;88;27;2000;129600000;113003;"€"
62500000;"Chelsea";2216;"Women's Super League";"SUB";85;88;26;2000;132800000;113000;"£"
71500000;"Olympique Lyonnais";2218;"Feminine Division 1";"RW";85;88;25;2000;151900000;113003;"€"
63500000;"Olympique Lyonnais";2218;"Feminine Division 1";"RB";84;90;22;1000;142900000;;"€"
67500000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";84;90;22;2000;151900000;113003;"€"
5,2e+07;"Paris";2218;"Feminine Division 1";"GK";84;89;21;750;113100000;;"€"
49500000;"Paris";2218;"Feminine Division 1";"LCB";84;87;25;1000;107700000;;"€"
3,9e+07;"Paris Saint Germain";2218;"Feminine Division 1";"RCB";84;85;29;2000;82900000;113008;"€"
40500000;"Paris";2218;"Feminine Division 1";"RDM";84;85;28;2000;88100000;;"€"
45500000;"Arsenal";2216;"Women's Super League";"SUB";84;85;26;1000;96700000;;"£"
40500000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";84;84;30;2000;8,3e+07;;"€"
36500000;"Chelsea";2216;"Women's Super League";"LCB";84;84;28;2000;74800000;113008;"£"
26500000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";84;84;33;2000;54300000;;"€"
40500000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";84;84;30;2000;8,3e+07;113011;"€"
41500000;"Aston Villa";2216;"Women's Super League";"LW";84;84;30;2000;87200000;113002;"£"
22500000;"Chelsea";2216;"Women's Super League";"GK";84;84;31;1000;46100000;113004;"£"
4,1e+07;"Paris";2218;"Feminine Division 1";"LDM";84;84;29;2000;86100000;;"€"
3,7e+07;"Tottenham";2216;"Women's Super League";"RB";84;84;29;2000;77700000;;"£"
81500000;"Manchester United";2216;"Women's Super League";"CAM";83;91;22;1000;187500000;113002;"£"
57500000;"Chelsea";2216;"Women's Super League";"RCM";83;89;23;1000;129400000;113984;"£"
5,1e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";83;88;24;1000;108400000;;"€"
55500000;"Paris";2218;"Feminine Division 1";"ST";83;88;23;1000;120700000;;"€"
3e+07;"Manchester United";2216;"Women's Super League";"GK";83;85;29;1000;65300000;113002;"£"
3,3e+07;"Arsenal";2216;"Women's Super League";"LB";83;83;28;1000;67700000;;"£"
31500000;"Manchester City";2216;"Women's Super League";"LCB";83;83;28;1000;66200000;113002;"£"
35500000;"Arsenal";2216;"Women's Super League";"SUB";83;83;29;2000;72800000;113002;"£"
3e+07;"Paris";2218;"Feminine Division 1";"RCB";83;83;30;1000;6,3e+07;;"€"
3,2e+07;"Manchester City";2216;"Women's Super League";"LB";83;83;29;1000;67200000;113012;"£"
3e+07;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";83;83;31;2000;61500000;;"€"
3,1e+07;"Arsenal";2216;"Women's Super League";"LDM";83;83;29;1000;63600000;;"£"
6,8e+07;"Manchester City";2216;"Women's Super League";"ST";82;91;23;1000;156400000;;"£"
6,8e+07;"Manchester United";2216;"Women's Super League";"ST";82;90;23;1000;156400000;113002;"£"
6,4e+07;"Montpellier";2218;"Feminine Division 1";"LCB";82;90;21;900;147200000;;"€"
6,2e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";82;89;22;1000;139500000;113003;"€"
6,1e+07;"Aston Villa";2216;"Women's Super League";"RW";82;89;23;1000;140300000;;"£"
5,8e+07;"Aston Villa";2216;"Women's Super League";"LB";82;89;23;1000;133400000;;"£"
4,8e+07;"Manchester City";2216;"Women's Super League";"RW";82;88;24;1000;110400000;113002;"£"
4,4e+07;"Manchester United";2216;"Women's Super League";"SUB";82;86;23;1000;95700000;113012;"£"
39500000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";82;86;24;1000;83900000;;"€"
4,1e+07;"Everton";2216;"Women's Super League";"ST";82;85;25;1000;89200000;;"£"
36500000;"Arsenal";2216;"Women's Super League";"RB";82;85;26;1000;77600000;;"£"
3,2e+07;"Chelsea";2216;"Women's Super League";"RCB";82;83;27;1000;6,8e+07;113003;"£"
3,6e+07;"Paris";2218;"Feminine Division 1";"LM";82;83;26;1000;78300000;113003;"€"
1e+07;"Manchester City";2216;"Women's Super League";"RCB";82;82;34;1000;2,1e+07;;"£"
26500000;"Manchester City";2216;"Women's Super League";"SUB";82;82;30;1000;55700000;113002;"£"
3,1e+07;"Montpellier";2218;"Feminine Division 1";"ST";82;82;28;2000;65100000;;"€"
30500000;"Manchester United";2216;"Women's Super League";"RAM";82;82;28;1000;64100000;113002;"£"
27500000;"Manchester United";2216;"Women's Super League";"LB";82;82;28;1000;57800000;;"£"
30500000;"Manchester United";2216;"Women's Super League";"LAM";82;82;28;1000;64100000;;"£"
29500000;"Liverpool";2216;"Women's Super League";"RWB";82;82;27;1000;64900000;;"£"
2,9e+07;"Montpellier";2218;"Feminine Division 1";"LCM";82;82;30;1000;60900000;;"€"
59500000;"Manchester United";2216;"Women's Super League";"SUB";81;93;20;800;136900000;;"£"
4,8e+07;"Arsenal";2216;"Women's Super League";"LCB";81;88;23;950;1,08e+08;113002;"£"
5,3e+07;"Tottenham";2216;"Women's Super League";"ST";81;88;22;1000;121900000;;"£"
3,3e+07;"Stade de Reims";2218;"Feminine Division 1";"GK";81;87;24;750;75900000;113010;"€"
31500000;"Tottenham";2216;"Women's Super League";"RCB";81;85;26;1000;68500000;;"£"
3,2e+07;"Manchester United";2216;"Women's Super League";"RDM";81;85;26;1000;69600000;113002;"£"
3,4e+07;"Arsenal";2216;"Women's Super League";"SUB";81;84;26;1000;72300000;113008;"£"
3,4e+07;"Manchester City";2216;"Women's Super League";"SUB";81;84;25;1000;7,4e+07;;"£"
26500000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";81;84;25;850;56300000;;"€"
29500000;"Chelsea";2216;"Women's Super League";"SUB";81;83;26;1000;62700000;;"£"
2,5e+07;"Manchester United";2216;"Women's Super League";"LDM";81;82;28;1000;54400000;;"£"
25500000;"Chelsea";2216;"Women's Super League";"SUB";81;81;28;1000;52300000;;"£"
27500000;"Arsenal";2216;"Women's Super League";"CAM";81;81;27;1000;56400000;;"£"
4400000;"Paris Saint Germain";2218;"Feminine Division 1";"GK";81;81;34;900;9e+06;;"€"
8500000;"Paris";2218;"Feminine Division 1";"CAM";81;81;36;900;17900000;;"€"
1,7e+07;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";81;81;32;1000;34900000;;"€"
5500000;"Paris";2218;"Feminine Division 1";"RB";81;81;37;800;11600000;;"€"
17500000;"Arsenal";2216;"Women's Super League";"SUB";81;81;31;1000;35900000;;"£"
1,7e+07;"Montpellier";2218;"Feminine Division 1";"RCM";81;81;32;1000;35700000;113003;"€"
24500000;"Everton";2216;"Women's Super League";"LCM";81;81;30;1000;51500000;;"£"
2,2e+07;"Montpellier";2218;"Feminine Division 1";"RWB";81;81;30;1000;46200000;113003;"€"
2,5e+07;"West Ham United";2216;"Women's Super League";"LAM";81;81;30;1000;52500000;113984;"£"
26500000;"Chelsea";2216;"Women's Super League";"SUB";81;81;28;1000;54300000;113002;"£"
27500000;"Paris";2218;"Feminine Division 1";"SUB";81;81;27;1000;57800000;;"€"
22500000;"Paris";2218;"Feminine Division 1";"LB";81;81;29;1000;47300000;;"€"
4,1e+07;"Manchester City";2216;"Women's Super League";"GK";80;89;22;700;94300000;113002;"£"
47500000;"Stade de Reims";2218;"Feminine Division 1";"LW";80;89;21;950;109300000;;"€"
4,7e+07;"Reading";2216;"Women's Super League";"ST";80;88;23;1000;108100000;113000;"£"
4,7e+07;"Chelsea";2216;"Women's Super League";"RM";80;88;23;1000;105800000;;"£"
44500000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";80;88;22;900;100100000;113011;"€"
4e+07;"Paris";2218;"Feminine Division 1";"SUB";80;87;23;900;9,2e+07;;"€"
3,3e+07;"Chelsea";2216;"Women's Super League";"SUB";80;86;24;1000;74300000;113000;"£"
3,3e+07;"Fleury 91";2218;"Feminine Division 1";"LCM";80;86;23;1000;75900000;;"€"
2,8e+07;"West Ham United";2216;"Women's Super League";"LCB";80;85;25;1000;60900000;113003;"£"
2,9e+07;"Aston Villa";2216;"Women's Super League";"RB";80;85;25;1000;63100000;;"£"
31500000;"West Ham United";2216;"Women's Super League";"CAM";80;85;24;1000;68500000;;"£"
2,6e+07;"Stade de Reims";2218;"Feminine Division 1";"RCM";80;82;26;1000;56600000;;"€"
22500000;"West Ham United";2216;"Women's Super League";"RB";80;81;26;1000;48900000;;"£"
2,5e+07;"Fleury 91";2218;"Feminine Division 1";"RW";80;81;26;1000;54400000;;"€"
24500000;"Chelsea";2216;"Women's Super League";"SUB";80;81;26;1000;52100000;;"£"
2,3e+07;"Arsenal";2216;"Women's Super League";"LAM";80;80;26;1000;47200000;113008;"£"
2,1e+07;"West Ham United";2216;"Women's Super League";"ST";80;80;28;1000;44100000;;"£"
2e+07;"Aston Villa";2216;"Women's Super League";"LCM";80;80;30;1000;4,2e+07;113003;"£"
17500000;"Tottenham";2216;"Women's Super League";"LCB";80;80;29;1000;36800000;113000;"£"
7e+06;"Fleury 91";2218;"Feminine Division 1";"RCB";80;80;34;1000;14700000;;"€"
2e+07;"Chelsea";2216;"Women's Super League";"LCM";80;80;30;1000;4,1e+07;;"£"
13500000;"Brighton & Hove Albion";2216;"Women's Super League";"RCB";80;80;32;1000;28400000;;"£"
37500000;"Reading";2216;"Women's Super League";"LB";79;89;21;700;86300000;;"£"
39500000;"Arsenal";2216;"Women's Super League";"SUB";79;88;22;950;88900000;113007;"£"
36500000;"Paris Saint Germain";2218;"Feminine Division 1";"CM";79;88;20;700;82100000;;"€"
32500000;"Fleury 91";2218;"Feminine Division 1";"LCB";79;86;24;850;74800000;;"€"
2,5e+07;"Chelsea";2216;"Women's Super League";"SUB";79;85;23;850;56300000;113011;"£"
22500000;"Bordeaux";2218;"Feminine Division 1";"GK";79;85;24;650;5,4e+07;113003;"€"
23500000;"Brighton & Hove Albion";2216;"Women's Super League";"RDM";79;84;25;950;51100000;;"£"
1,7e+07;"Brighton & Hove Albion";2216;"Women's Super League";"GK";79;82;27;800;3,7e+07;;"£"
18500000;"Manchester United";2216;"Women's Super League";"RCB";79;81;27;1000;40200000;113003;"£"
18500000;"Stade de Reims";2218;"Feminine Division 1";"RCB";79;81;27;1000;40200000;;"€"
14500000;"Tottenham";2216;"Women's Super League";"CM";79;79;31;1000;30500000;;"£"
18500000;"Manchester City";2216;"Women's Super League";"SUB";79;79;27;1000;38900000;;"£"
1,7e+07;"Everton";2216;"Women's Super League";"LM";79;79;30;1000;35700000;;"£"
15500000;"Everton";2216;"Women's Super League";"RWB";79;79;29;1000;32600000;;"£"
18500000;"Fleury 91";2218;"Feminine Division 1";"LW";79;79;27;1000;38900000;;"€"
1,4e+07;"Tottenham";2216;"Women's Super League";"RW";79;79;32;1000;29400000;;"£"
1,7e+07;"Liverpool";2216;"Women's Super League";"RW";79;79;29;1000;37400000;;"£"
17500000;"Fleury 91";2218;"Feminine Division 1";"RCM";79;79;28;1000;36800000;;"€"
14500000;"Montpellier";2218;"Feminine Division 1";"RCB";79;79;29;1000;30500000;;"€"
9e+06;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";79;79;33;1000;18500000;113394;"€"
12500000;"Tottenham";2216;"Women's Super League";"LB";79;79;31;1000;26300000;;"£"
8500000;"Manchester United";2216;"Women's Super League";"SUB";79;79;34;1000;17900000;;"£"
14500000;"West Ham United";2216;"Women's Super League";"LDM";79;79;30;1000;30500000;116428;"£"
8500000;"West Ham United";2216;"Women's Super League";"RDM";79;79;33;1000;17900000;;"£"
1,7e+07;"Tottenham";2216;"Women's Super League";"LW";79;79;29;1000;35700000;;"£"
17500000;"Montpellier";2218;"Feminine Division 1";"RW";79;79;28;1000;36800000;;"€"
1,6e+07;"Bordeaux";2218;"Feminine Division 1";"RB";79;79;28;1000;35200000;;"€"
29500000;"Stade de Reims";2218;"Feminine Division 1";"ST";78;89;18;500;67900000;;"€"
29500000;"Montpellier";2218;"Feminine Division 1";"CB";78;86;22;800;67900000;;"€"
25500000;"Everton";2216;"Women's Super League";"RCB";78;85;25;850;58700000;113008;"£"
24500000;"Fleury 91";2218;"Feminine Division 1";"GK";78;85;21;500;56400000;;"€"
2,7e+07;"Stade de Reims";2218;"Feminine Division 1";"RB";78;85;21;650;62100000;;"€"
1,6e+07;"Chelsea";2216;"Women's Super League";"SUB";78;83;26;750;3,4e+07;113008;"£"
20500000;"Everton";2216;"Women's Super League";"RCM";78;83;25;950;44600000;;"£"
1,9e+07;"Fleury 91";2218;"Feminine Division 1";"LB";78;83;25;850;41300000;113000;"€"
1,7e+07;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";78;83;23;600;36100000;;"€"
1,9e+07;"Chelsea";2216;"Women's Super League";"SUB";78;83;24;800;40400000;113002;"£"
21500000;"Stade de Reims";2218;"Feminine Division 1";"LCM";78;83;22;850;46800000;;"€"
1,6e+07;"Manchester City";2216;"Women's Super League";"SUB";78;81;27;900;34800000;;"£"
1,3e+07;"West Ham United";2216;"Women's Super League";"GK";78;81;28;800;28300000;;"£"
15500000;"Reading";2216;"Women's Super League";"RCB";78;80;25;850;33700000;;"£"
17500000;"Bordeaux";2218;"Feminine Division 1";"RM";78;80;25;950;39800000;;"€"
10500000;"Montpellier";2218;"Feminine Division 1";"GK";78;79;30;750;22800000;;"€"
1,3e+07;"Reading";2216;"Women's Super League";"LCB";78;79;29;950;28300000;;"£"
1e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";78;78;31;900;20500000;;"€"
1,2e+07;"Brighton & Hove Albion";2216;"Women's Super League";"LCB";78;78;29;950;25200000;;"£"
9500000;"Arsenal";2216;"Women's Super League";"SUB";78;78;31;900;19500000;113984;"£"
9e+06;"Aston Villa";2216;"Women's Super League";"LCB";78;78;32;900;18900000;113984;"£"
1,2e+07;"Fleury 91";2218;"Feminine Division 1";"CDM";78;78;29;950;25200000;;"€"
1600000;"Tottenham";2216;"Women's Super League";"GK";78;78;36;500;3400000;;"£"
11500000;"Aston Villa";2216;"Women's Super League";"SUB";78;78;31;1000;24200000;;"£"
7500000;"Aston Villa";2216;"Women's Super League";"SUB";78;78;33;900;15800000;;"£"
12500000;"Fleury 91";2218;"Feminine Division 1";"RB";78;78;29;950;26300000;;"€"
1,4e+07;"Guingamp";2218;"Feminine Division 1";"ST";78;78;29;1000;30800000;;"€"
2,7e+07;"Everton";2216;"Women's Super League";"SUB";77;93;19;550;73600000;113008;"£"
2,2e+07;"Manchester City";2216;"Women's Super League";"RB";77;88;21;600;50600000;113012;"£"
20500000;"Aston Villa";2216;"Women's Super League";"GK";77;85;21;500;47200000;113002;"£"
2,2e+07;"Guingamp";2218;"Feminine Division 1";"RB";77;85;20;600;52800000;;"€"
21500000;"Guingamp";2218;"Feminine Division 1";"LCM";77;85;19;500;11500000;;"€"
22500000;"Montpellier";2218;"Feminine Division 1";"LWB";77;85;21;600;51800000;;"€"
19500000;"Bordeaux";2218;"Feminine Division 1";"LCB";77;84;24;750;46800000;;"€"
19500000;"West Ham United";2216;"Women's Super League";"RCB";77;84;24;750;44900000;;"£"
2e+07;"Bordeaux";2218;"Feminine Division 1";"RCM";77;84;23;750;4,8e+07;113003;"€"
20500000;"Dijon";2218;"Feminine Division 1";"RB";77;84;22;750;49200000;;"€"
15500000;"Guingamp";2218;"Feminine Division 1";"CDM";77;83;24;750;37200000;;"€"
14500000;"Everton";2216;"Women's Super League";"LCB";77;83;25;800;33400000;;"£"
15500000;"Manchester City";2216;"Women's Super League";"SUB";77;82;25;950;33700000;;"£"
12500000;"Dijon";2218;"Feminine Division 1";"RDM";77;80;26;850;28400000;;"€"
11500000;"Dijon";2218;"Feminine Division 1";"LDM";77;79;27;850;26200000;;"€"
13500000;"Paris";2218;"Feminine Division 1";"SUB";77;79;24;800;29400000;;"€"
9500000;"Leicester City";2216;"Women's Super League";"RCB";77;78;29;900;21600000;;"£"
10500000;"Arsenal";2216;"Women's Super League";"SUB";77;77;29;950;21500000;;"£"
8500000;"Manchester City";2216;"Women's Super League";"LCM";77;77;31;950;17900000;;"£"
5e+06;"Reading";2216;"Women's Super League";"RW";77;77;34;1000;10500000;;"£"
7500000;"Chelsea";2216;"Women's Super League";"SUB";77;77;32;850;15400000;113007;"£"
10500000;"Manchester United";2216;"Women's Super League";"SUB";77;77;29;1000;22100000;113000;"£"
4900000;"Tottenham";2216;"Women's Super League";"RCM";77;77;34;950;10300000;;"£"
9e+06;"Manchester United";2216;"Women's Super League";"LCB";77;77;29;900;18900000;113007;"£"
1,1e+07;"Brighton & Hove Albion";2216;"Women's Super League";"CAM";77;77;28;1000;23100000;;"£"
7500000;"Fleury 91";2218;"Feminine Division 1";"SUB";77;77;32;850;15800000;;"€"
11500000;"Reading";2216;"Women's Super League";"LW";77;77;26;950;24200000;113007;"£"
1e+07;"Reading";2216;"Women's Super League";"RCM";77;77;30;950;2,1e+07;113394;"£"
5500000;"Tottenham";2216;"Women's Super League";"SUB";77;77;31;700;11600000;;"£"
1e+07;"Leicester City";2216;"Women's Super League";"LM";77;77;30;950;2,2e+07;;"£"
1,8e+07;"Manchester City";2216;"Women's Super League";"RCM";76;90;19;500;49100000;;"£"
1,7e+07;"Tottenham";2216;"Women's Super League";"SUB";76;87;21;700;39100000;;"£"
1,6e+07;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";76;87;18;500;3,6e+07;;"€"
1,5e+07;"Montpellier";2218;"Feminine Division 1";"SUB";76;86;19;500;34500000;;"€"
1,7e+07;"Bordeaux";2218;"Feminine Division 1";"LM";76;86;21;650;40800000;;"€"
16500000;"Fleury 91";2218;"Feminine Division 1";"ST";76;85;20;700;3,8e+07;;"€"
15500000;"Stade de Reims";2218;"Feminine Division 1";"CM";76;84;20;550;35700000;;"€"
1,5e+07;"Tottenham";2216;"Women's Super League";"LCM";76;83;24;750;34500000;;"£"
1,1e+07;"Dijon";2218;"Feminine Division 1";"RCB";76;82;23;700;26400000;;"€"
10500000;"Reading";2216;"Women's Super League";"SUB";76;81;24;700;22800000;;"£"
1,1e+07;"Fleury 91";2218;"Feminine Division 1";"SUB";76;81;25;900;23900000;;"€"
9500000;"Leicester City";2216;"Women's Super League";"LWB";76;80;25;750;21600000;;"£"
1e+07;"Manchester United";2216;"Women's Super League";"SUB";76;79;26;950;21800000;113984;"£"
1e+07;"Dijon";2218;"Feminine Division 1";"CAM";76;79;26;850;22800000;;"€"
1e+07;"Guingamp";2218;"Feminine Division 1";"RM";76;79;24;750;22800000;;"€"
8500000;"Stade de Reims";2218;"Feminine Division 1";"LB";76;78;25;750;18500000;;"€"
9e+06;"Manchester United";2216;"Women's Super League";"SUB";76;77;26;850;19600000;113007;"£"
8500000;"West Ham United";2216;"Women's Super League";"SUB";76;77;27;850;18500000;;"£"
6e+06;"Reading";2216;"Women's Super League";"GK";76;77;29;700;13100000;;"£"
9e+06;"Bordeaux";2218;"Feminine Division 1";"LCM";76;77;25;850;20500000;;"€"
7e+06;"Dijon";2218;"Feminine Division 1";"RM";76;76;30;850;15400000;;"€"
6500000;"Brighton & Hove Albion";2216;"Women's Super League";"LB";76;76;30;800;13700000;113008;"£"
7500000;"Brighton & Hove Albion";2216;"Women's Super League";"SUB";76;76;29;1000;15800000;;"£"
6500000;"Aston Villa";2216;"Women's Super League";"SUB";76;76;30;800;13700000;;"£"
7500000;"Bordeaux";2218;"Feminine Division 1";"RS";76;76;28;1000;16500000;;"€"
1,3e+07;"Paris Saint Germain";2218;"Feminine Division 1";"LCM";75;88;18;500;34800000;;"€"
13500000;"Leicester City";2216;"Women's Super League";"RM";75;88;20;700;38100000;;"£"
12500000;"Tottenham";2216;"Women's Super League";"SUB";75;85;20;700;28800000;113007;"£"
12500000;"Paris";2218;"Feminine Division 1";"SUB";75;85;20;600;28800000;;"€"
11500000;"Paris";2218;"Feminine Division 1";"SUB";75;84;20;550;26500000;;"€"
1,2e+07;"Guingamp";2218;"Feminine Division 1";"SUB";75;83;21;550;28800000;;"€"
10500000;"Fleury 91";2218;"Feminine Division 1";"SUB";75;82;23;650;24200000;;"€"
1,1e+07;"Montpellier";2218;"Feminine Division 1";"SUB";75;82;23;700;25300000;;"€"
10500000;"Guingamp";2218;"Feminine Division 1";"LCB";75;82;21;550;25200000;;"€"
7e+06;"Paris";2218;"Feminine Division 1";"SUB";75;81;23;500;16100000;;"€"
9e+06;"Montpellier";2218;"Feminine Division 1";"LW";75;81;23;800;20700000;;"€"
8500000;"Stade de Reims";2218;"Feminine Division 1";"SUB";75;81;21;550;19600000;;"€"
7500000;"Paris Saint Germain";2218;"Feminine Division 1";"SUB";75;80;25;700;15900000;;"€"
8500000;"Manchester City";2216;"Women's Super League";"SUB";75;80;24;700;18500000;113008;"£"
6500000;"Olympique Lyonnais";2218;"Feminine Division 1";"SUB";75;80;25;600;13800000;;"€"
8500000;"Aston Villa";2216;"Women's Super League";"RCM";75;80;24;700;17100000;;"£"
7500000;"Guingamp";2218;"Feminine Division 1";"RCB";75;80;25;700;17100000;;"€"
8e+06;"Bordeaux";2218;"Feminine Division 1";"SUB";75;79;25;800;18200000;;"€"
6e+06;"Soyaux";2218;"Feminine Division 1";"GK";75;79;27;600;13700000;;"€"
7e+06;"Manchester United";2216;"Women's Super League";"SUB";75;79;25;700;15200000;;"£"
8e+06;"Brighton & Hove Albion";2216;"Women's Super League";"LAM";75;79;24;700;17400000;;"£"
4800000;"Montpellier";2218;"Feminine Division 1";"SUB";75;77;28;650;10400000;;"€"
6500000;"Fleury 91";2218;"Feminine Division 1";"SUB";75;76;26;900;14100000;;"€"
6500000;"Tottenham";2216;"Women's Super League";"SUB";75;76;26;900;14100000;;"£"
3e+06;"Le Havre";2218;"Feminine Division 1";"GK";75;75;31;600;6600000;;"€"
4600000;"Liverpool";2216;"Women's Super League";"SUB";75;75;30;750;10100000;;"£"
5500000;"Aston Villa";2216;"Women's Super League";"ST";75;75;30;900;11600000;;"£"
4800000;"Leicester City";2216;"Women's Super League";"SUB";75;75;28;800;10600000;113984;"£"
5e+06;"West Ham United";2216;"Women's Super League";"LB";75;75;28;800;10500000;;"£"
2600000;"Brighton & Hove Albion";2216;"Women's Super League";"RAM";75;75;34;850;5500000;;"£"
